Filename,Extracted Values
X8Y4S41N,"{'Fixed Assets ': '1145', 'Current Assets ': '22153', 'Creditors: amounts falling due within one year ': '-7236', 'Net current assets (liabilities) ': '14917', 'Total assets less current liabilities ': '16062', 'Total net assets (liabilities) ': '16062', 'Capital and reserves ': '16062'}"
X8Y4S57L,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S66I,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each 1 ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S969,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital ': 'nan', '0 Ordinary of Â£1 each ': 'nan', 'Issued share capital ': 'nan', '100 Ordinary of Â£1 each ': '100', 'Total shareholder funds ': '100'}"
X8Y4SA4Q,"{'Current Assets ': '201116', 'Creditors: amounts falling due within one year ': '-177', 'Net current assets (liabilities) ': '200939', 'Total assets less current liabilities ': '200939', 'Total net assets (liabilities) ': '200939', 'Capital and reserves ': '200939'}"
X8Y4SBPU,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '2 Oridinary Shares of Â£ | each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SDBE,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4SE57,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares of Â£ | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4SESG,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SEYR,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SF81,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SFA1,"{'Current Assets ': '573', 'Creditors: amounts falling due within one year ': '-2907', 'Net current assets (liabilities) ': '-2334', 'Total assets less current liabilities ': '-2334', 'Total net assets (liabilities) ': '-2334', 'Capital and reserves ': '2334'}"
X8Y4SFD5,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SFR7,"{'Called up share capital not paid ': '100', 'Capital and reserves ': '100', 'Notes to the financial statements ': 'nan', '1 ': 'nan'}"
X8Y4SHTK,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SINS,"{'Fixed Assets ': '1918', 'Current Assets ': '204768', 'Creditors: amounts falling due within one year ': '-60454', 'Net current assets (liabilities) ': '144314', 'Total assets less current liabilities ': '146232', 'Total net assets (liabilities) ': '146232', 'Capital and reserves ': '146232'}"
X8Y4SIQW,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SJNN,"{'Current Assets ': '20780', 'Creditors: amounts falling due within one year ': '-2257', 'Net current assets (liabilities) ': '18523', 'Total assets less current liabilities ': '18523', 'Creditors: amounts falling due after more than one ': 'nan', '': '-29766', 'Total net assets (liabilities) ': '-11243', 'Capital and reserves ': '-11243'}"
X8Y4SKV5,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares of Â£ | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4SLB7,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4SLGQ,"{'Called up share capital not paid ': 'nan', 'Current Assets ': '48349', 'Creditors: amounts falling due within one year ': '-47490', 'Net current assets (liabilities) ': '859', 'Total assets less current liabilities ': '860', 'Total net assets (liabilities) ': '860', 'Capital and reserves ': '860'}"
X8Y4WJSR,"{'Called up share capital not paid ': '72', 'Fixed Assets ': '52004', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': '-48754', 'Net current assets (liabilities) ': '-48754', 'Total assets less current liabilities ': '3382', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': '3382', 'Capital and reserves ': '3382'}"
X8Y4WKMB,"{'Fixed assets ': '565', 'Current assets ': '9417', 'Creditors: Amounts Falling Due Within One Year ': '-7895', 'NET CURRENT ASSETS ': '1522', 'TOTAL ASSETS LESS CURRENT LIABILITIES ': '2087', 'NET ASSETS ': '2087', 'CAPITAL AND RESERVES ': '2087', '1. Average Number of Employee ': 'nan'}"
X8Y26BQO,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y26QBM,"{'Current Assets ': '14753', 'Creditors: amounts falling due within one year ': '-1526', 'Net current assets (liabilities) ': '13227', 'Total assets less current liabilities ': '13227', 'Accruals and deferred income ': '-1000', 'Total net assets (liabilities) ': '12227', 'Capital and reserves ': '12227'}"
X8Y28A2W,"{'Fixed Assets ': '13397', 'Current Assets ': '18499', 'Creditors: amounts falling due within one year ': '-22226', 'Net current assets (liabilities) ': '-3727', 'Total assets less current liabilities ': '9670', 'Total net assets (liabilities) ': '9670', 'Capital and reserves ': '9670'}"
X8Y28AFV,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y28AR5,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y28AVS,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28BDM,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28C76,"{'Fixed assets ': '5720', 'Current assets ': '57775', 'Prepayments and accrued income ': '654', 'Creditors: amounts falling due within one year ': '-25733', 'Net Current Assets ': '32696', 'Total assets less current liabilities ': '38416', 'Accruals and deferred income ': '1902', 'Net Assets ': '36514', 'Capital and reserves ': '36514', 'Company information ': 'nan'}"
X8Y28CDT,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '100 Ordinary Shares of Â£ 0.01 each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28DCG,"{'Current Assets ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y28DNU,"{'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one ': 'nan', '': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y28E4O,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y28E9V,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y28E20,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28E28,"{'Called up share capital not paid ': '500', 'Net assets ': '500', 'Tssued share capital ': 'nan', '500 Ordinary Shares 1 of Â£ each ': '500', 'Total Shareholder funds ': '500'}"
X8Y28EQP,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y28GDT,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28GK0,"{'Current Assets ': '50695', 'Creditors: amounts falling due within one year ': '-4919', 'Net current assets (liabilities) ': '45776', 'Total assets less current liabilities ': '45776', 'Accruals and deferred income ': '-260', 'Total net assets (liabilities) ': '45516', 'Capital and reserves ': '45516'}"
X8Y28GVE,"{'Current Assets ': '38779', 'Creditors: amounts falling due within one year ': '-2733', 'Net current assets (liabilities) ': '36046', 'Total assets less current liabilities ': '36046', 'Creditors: amounts falling due after more than one year ': '-32956', 'Total net assets (liabilities) ': '3090', 'Capital and reserves ': '3090'}"
X8Y28HC0,"{'Current assets ': '9500', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-6175', 'Net current assets ': '3325', 'Total assets less current liabilities ': '3325', 'Net assets ': '3325', 'Capital and reserves ': '3325'}"
X8Y28HHV,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '2380', 'Current Assets ': '6423', 'Creditors: amounts falling due within one year ': '-1376', 'Net current assets (liabilities) ': '5047', 'Total assets less current liabilities ': '7429', 'Creditors: amounts falling due after more than one year ': '-24679', 'Accruals and deferred income ': '-1125', 'Total net assets (liabilities) ': '-18375', 'Capital and reserves ': '-18375'}"
X8Y28HNM,"{'Current assets ': 'nan', 'Debtors 2 ': '12', 'Cash at bank and in hand 3 ': 'nan', '': '12', 'Net current assets ': '12', 'Net assets ': '12', 'Capital and reserves ': 'nan', 'Called up share capital 4 ': '12', 'Shareholders funds ': '12'}"
X8Y28HSH,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '3 ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28IC3,"{'Fixed Assets ': 'nan', 'Current Assets ': '427', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': '427', 'Total assets less current liabilities ': '427', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': '427', 'Reserves ': '427'}"
X8Y28ICZ,"{'Current assets ': 'nan', 'Debtors 2 ': '12', 'Cash at bank and in hand 3 ': 'nan', '': '12', 'Net current assets ': '12', 'Net assets ': '12', 'Capital and reserves ': 'nan', 'Called up share capital 4 ': '12', 'Shareholders funds ': '12'}"
X8Y28IWG,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '11 Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28IYR,"{'Current assets ': '20596', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-9936', 'Net current assets ': '10660', 'Total assets less current liabilities ': '10660', 'Net assets ': '10660', 'Capital and reserves ': '10660'}"
X8Y28J3N,"{'Fixed assets ': '796', 'Current assets ': '38715', 'Prepayments and accrued income ': '5617', 'Creditors: Amounts Falling Due Within One Year (15,736 ': '-29985', 'NET CURRENT ASSETS ': '14347', 'TOTAL ASSETS LESS CURRENT LIABILITIES ': '15143', 'Provisions for liabilities ': '-234', 'Accruals and deferred income (7,656 ': '-1675', 'NET ASSETS ': '13234', 'CAPITAL AND RESERVES ': '13234', '1. General Information ': 'nan'}"
X8Y28JG1,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28JLK,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28KH4,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '20190', 'Current Assets ': '7684', 'Creditors: amounts falling due within one year ': '-90', 'Net current assets (liabilities) ': '7594', 'Total assets less current liabilities ': '27786', 'Creditors: amounts falling due after more than one ': 'nan', '': '-33958', 'Total net assets (liabilities) ': '-6172', 'Capital and reserves ': '-6172'}"
X8Y28KR6,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '3372', 'Net assets ': '3372', 'Issued share capital ': 'nan', '1 Ordinary Share of Â£ 33.72 each ': '3372', 'Total Shareholder funds ': '3372'}"
X8Y28KZ5,"{'Called up share capital not paid ': '10', 'Fixed Assets ': 'nan', 'Current Assets ': '60953', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': '-22733', 'Net current assets (liabilities) ': '38220', 'Total assets less current liabilities ': '38230', 'Creditors: amounts falling due after more than one ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': '38230', 'Capital and reserves ': '38230'}"
X8Y28LEJ,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '4 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28LXS,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y28M57,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 1 Share of Â£ | each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28MBM,"{'Called up share capital not paid ': '1000', 'Total assets less current liabilities ': '1000', 'Total net assets (liabilities) ': '1000', 'Capital and reserves ': '1000'}"
X8Y28MDM,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 A Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28MNT,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y28MOH,"{'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Reserves ': 'nan'}"
X8Y28NCP,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28NOG,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y28OE8,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 1 Share of Â£ | each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y28OLN,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': '10000', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': '10000', 'Total assets less current liabilities ': '10001', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': '10001', 'Capital and reserves ': '10001'}"
X8Y287W0,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary A Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y289DK,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y2878B,"{'Fixed assets ': '69', 'Current assets ': '40804', 'Creditors: amounts falling due within one year ': '-8177', 'Net current assets ': '32627', 'Total assets less current liabilities ': '32696', 'Provisions for liabilities ': '-13011', 'Accruals and deferred income ': '-1665', 'Net assets ': '18020', 'Capital and reserves ': '18020', '1 Average number of employee ': 'nan'}"
X8Y28615,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4TUMQ,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital ': 'nan', '100 ORDINARY SHARES of Â£1 each ': '100', 'Issued share capital ': 'nan', 'Total shareholder funds ': '100'}"
X8Y4TUOQ,"{'Cash at bank and in hand ': '10000', 'Net assets ': '10000', 'Capital & ': 'nan', 'Fully paid called up share capital ': '10000', 'Shareholder funds ': '10000', 'Principal activity ': 'nan'}"
X8Y4TUUB,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital ': 'nan', '100 ORDINARY SHARES of Â£1 each ': '100', 'Issued share capital ': 'nan', 'Total shareholder funds ': '100'}"
X8Y4TV08,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital ': 'nan', '100 ORDINARY SHARES of Â£1 each ': '100', 'Issued share capital ': 'nan', 'Total shareholder funds ': '100'}"
X8Y4TV40,"{'Fixed Assets ': '164467', 'Current Assets ': '23350', 'Creditors: amounts falling due within one year ': '-101463', 'Net current assets (liabilities) ': '-78113', 'Total assets less current liabilities ': '86354', 'Total net assets (liabilities) ': '86354', 'Capital and reserves ': '86354'}"
X8Y4TVGA,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital ': 'nan', '100 ORDINARY SHARES of Â£1 each ': '100', 'Issued share capital ': 'nan', 'Total shareholder funds ': '100'}"
X8Y4TVKZ,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y4TW66,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '25 A Ordinary Shares 1 of Â£ each ': '25', '25 B Ordinary Shares 1 of Â£ each ': '25', '50 C Ordinary Shares 1 of Â£ each ': '50', 'Total Shareholder funds ': '100'}"
X8Y4TXQQ,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y4TYE1,"{'Current Assets ': '9235', 'Creditors: amounts falling due within one year ': '-3620', 'Net current assets (liabilities) ': '5615', 'Total assets less current liabilities ': '5615', 'Total net assets (liabilities) ': '5615', 'Reserves ': '5615'}"
X8Y4TYSR,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4TZRK,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4TZVK,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4U0G3,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', '': 'nan', 'Capital and reserves ': 'nan', 'Called up share capital ': 'nan', 'Profit and loss account ': 'nan', 'Shareholders funds ': 'nan'}"
X8Y4U0RL,"{'Current Assets ': '5445', 'Creditors: amounts falling due within one year ': '-3655', 'Net current assets (liabilities) ': '1790', 'Total assets less current liabilities ': '1790', 'Creditors: amounts falling due after more than one ': 'nan', '': '-1458', 'Total net assets (liabilities) ': '332', 'Capital and reserves ': '332'}"
X8Y4U0TL,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 ord Shares of â‚¬ | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4U0VT,"{'Fixed Assets ': '15051', 'Current Assets ': '61719', 'Creditors: amounts falling due within one year ': '-34382', 'Net current assets (liabilities) ': '27337', 'Total assets less current liabilities ': '42388', 'Total net assets (liabilities) ': '42388', 'Capital and reserves ': '42383'}"
X8Y4U2BD,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4U37L,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4U3IJ,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4U3UP,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4U4O1,"{'Fixed Assets ': '254', 'Current Assets ': '5612', 'Creditors: amounts falling due within one year ': '-25831', 'Net current assets (liabilities) ': '-20219', 'Total assets less current liabilities ': '-19965', 'Total net assets (liabilities) ': '-19965', 'Capital and reserves ': '-19965'}"
X8Y4U4ZM,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4U51F,"{'Current assets ': '76', 'Creditors: amounts falling due within one year ': '-26109', 'Net Current Liabilities ': '-26033', 'Total assets less current liabilities ': '-26033', 'Accruals and deferred income ': '325', 'Net Liabilities ': '-26358', 'Capital and reserves ': '-26358', 'Company information ': 'nan'}"
X8Y4U5TV,"{'Called up share capital not paid ': '10000', 'Net assets ': '10000', 'Tssued share capital ': 'nan', '10000 Ordinary Shares 1 of Â£ each ': '10000', 'Total Shareholder funds ': '10000'}"
X8Y4U6QJ,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y4U77U,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 ORDINARY Share of Â£ | each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4U81M,"{'Fixed Assets ': '325', 'Current Assets ': '3695', 'Creditors: amounts falling due within one year ': '-4780', 'Net current assets (liabilities) ': '-1085', 'Total assets less current liabilities ': '-760', 'Total net assets (liabilities) ': '-760', 'Capital and reserves (1.024) ': '-760'}"
X8Y4U856,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4U8BF,"{'Fixed Assets ': '1090', 'Current Assets ': '9037', 'Creditors: amounts falling due within one year ': '-8000', 'Net current assets (liabilities) ': '1037', 'Total assets less current liabilities ': '2127', 'Accruals and deferred income ': '-1100', 'Total net assets (liabilities) ': '1027', 'Capital and reserves ': '1027'}"
X8Y4U8V6,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 ORDINARY Share of Â£ | each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4U8YA,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital ': 'nan', '0 Ordinary of Â£1 each ': 'nan', 'Issued share capital ': 'nan', '100 Ordinary of Â£1 each ': '100', 'Total shareholder funds ': '100'}"
X8Y4U963,"{'Called up share capital not paid ': '100', 'Fixed Assets ': 'nan', 'Current Assets ': '5659', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': '-4659', 'Net current assets (liabilities) ': '1000', 'Total assets less current liabilities ': '1100', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': '-1000', 'Total net assets (liabilities) ': '100', 'Capital and reserves ': '100'}"
X8Y4U974,"{'Called up share capital not paid ': '000', 'Current assets ': 'nan', 'Cash at bank and in hand ': '10020', 'Net assets ': '10020', 'Issued share capital ': 'nan', '2 B Ordinary Shares of Â£0.10 each ': '020', '100 Ordinary Shares of Â£1.00 each ': '10000', 'Total Shareholder funds ': '10020'}"
X8Y4U9G1,"{'Fixed assets ': '262', 'Current assets ': '33642', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-9373', 'Net current assets ': '24269', 'Total assets less current liabilities ': '24531', 'Net assets ': '24531', 'Capital and reserves ': '24531'}"
X8Y4UBJF,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 ORDINARY Share of Â£ | each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4UBL0,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '3 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4UBMG,"{'Current assets ': '781', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-2520', 'Net current liabilities ': '-1739', 'Total assets less current liabilities ': '-1739', 'Net liabilities ': '-1739', 'Capital and reserves ': '-1739'}"
X8Y4UC77,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
